# Generado por Generate-LoadTestTags.ps1 el 2026-08-25 18:40 - 500 aliases
,PLANTA_01_EQUIPO_001_PRESION_ENTRADA,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_001_PRESION_SALIDA,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_001_TEMPERATURA_ENTRADA,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_001_TEMPERATURA_SALIDA,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_001_CAUDAL_INSTANTANEO,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_001_CAUDAL_TOTALIZADO,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_001_NIVEL_TANQUE,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_001_VIBRACION_X,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_001_VIBRACION_Y,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_001_CORRIENTE_MOTOR,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_001_TENSION_MOTOR,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_001_POTENCIA_ACTIVA,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_001_VELOCIDAD_MOTOR,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_001_TORQUE,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_001_DENSIDAD,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_001_VISCOSIDAD,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_001_PH,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_001_CONDUCTIVIDAD,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_001_HUMEDAD,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_001_APERTURA_VALVULA,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_001_SETPOINT_PRESION,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_001_SETPOINT_TEMPERATURA,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_001_HORAS_SERVICIO,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_001_EFICIENCIA,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_001_CONSUMO_ESPECIFICO,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_001_ESTADO_BOMBA,Random.Boolean,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_001_ESTADO_VALVULA,Random.Boolean,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_001_ALARMA_ALTA,Random.Boolean,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_001_ALARMA_BAJA,Random.Boolean,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_001_MODO_AUTOMATICO,Random.Boolean,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_001_PERMISO_ARRANQUE,Random.Boolean,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_001_FALLA_GENERAL,Random.Boolean,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_001_CONFIRMACION_MARCHA,Random.Boolean,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_001_SELECTOR_LOCAL_REMOTO,Random.Boolean,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_001_EN_MANTENIMIENTO,Random.Boolean,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_001_CONTADOR_ARRANQUES,Random.Int4,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_001_CONTADOR_ALARMAS,Random.Int4,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_001_CODIGO_FALLA,Random.Int4,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_001_PASO_SECUENCIA,Random.Int4,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_001_RECETA_ACTIVA,Random.String,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_002_PRESION_ENTRADA,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_002_PRESION_SALIDA,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_002_TEMPERATURA_ENTRADA,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_002_TEMPERATURA_SALIDA,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_002_CAUDAL_INSTANTANEO,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_002_CAUDAL_TOTALIZADO,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_002_NIVEL_TANQUE,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_002_VIBRACION_X,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_002_VIBRACION_Y,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_002_CORRIENTE_MOTOR,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_002_TENSION_MOTOR,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_002_POTENCIA_ACTIVA,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_002_VELOCIDAD_MOTOR,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_002_TORQUE,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_002_DENSIDAD,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_002_VISCOSIDAD,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_002_PH,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_002_CONDUCTIVIDAD,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_002_HUMEDAD,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_002_APERTURA_VALVULA,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_002_SETPOINT_PRESION,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_002_SETPOINT_TEMPERATURA,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_002_HORAS_SERVICIO,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_002_EFICIENCIA,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_002_CONSUMO_ESPECIFICO,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_002_ESTADO_BOMBA,Random.Boolean,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_002_ESTADO_VALVULA,Random.Boolean,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_002_ALARMA_ALTA,Random.Boolean,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_002_ALARMA_BAJA,Random.Boolean,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_002_MODO_AUTOMATICO,Random.Boolean,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_002_PERMISO_ARRANQUE,Random.Boolean,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_002_FALLA_GENERAL,Random.Boolean,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_002_CONFIRMACION_MARCHA,Random.Boolean,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_002_SELECTOR_LOCAL_REMOTO,Random.Boolean,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_002_EN_MANTENIMIENTO,Random.Boolean,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_002_CONTADOR_ARRANQUES,Random.Int4,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_002_CONTADOR_ALARMAS,Random.Int4,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_002_CODIGO_FALLA,Random.Int4,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_002_PASO_SECUENCIA,Random.Int4,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_002_RECETA_ACTIVA,Random.String,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_003_PRESION_ENTRADA,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_003_PRESION_SALIDA,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_003_TEMPERATURA_ENTRADA,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_003_TEMPERATURA_SALIDA,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_003_CAUDAL_INSTANTANEO,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_003_CAUDAL_TOTALIZADO,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_003_NIVEL_TANQUE,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_003_VIBRACION_X,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_003_VIBRACION_Y,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_003_CORRIENTE_MOTOR,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_003_TENSION_MOTOR,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_003_POTENCIA_ACTIVA,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_003_VELOCIDAD_MOTOR,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_003_TORQUE,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_003_DENSIDAD,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_003_VISCOSIDAD,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_003_PH,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_003_CONDUCTIVIDAD,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_003_HUMEDAD,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_003_APERTURA_VALVULA,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_003_SETPOINT_PRESION,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_003_SETPOINT_TEMPERATURA,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_003_HORAS_SERVICIO,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_003_EFICIENCIA,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_003_CONSUMO_ESPECIFICO,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_003_ESTADO_BOMBA,Random.Boolean,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_003_ESTADO_VALVULA,Random.Boolean,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_003_ALARMA_ALTA,Random.Boolean,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_003_ALARMA_BAJA,Random.Boolean,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_003_MODO_AUTOMATICO,Random.Boolean,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_003_PERMISO_ARRANQUE,Random.Boolean,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_003_FALLA_GENERAL,Random.Boolean,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_003_CONFIRMACION_MARCHA,Random.Boolean,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_003_SELECTOR_LOCAL_REMOTO,Random.Boolean,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_003_EN_MANTENIMIENTO,Random.Boolean,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_003_CONTADOR_ARRANQUES,Random.Int4,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_003_CONTADOR_ALARMAS,Random.Int4,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_003_CODIGO_FALLA,Random.Int4,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_003_PASO_SECUENCIA,Random.Int4,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_003_RECETA_ACTIVA,Random.String,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_004_PRESION_ENTRADA,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_004_PRESION_SALIDA,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_004_TEMPERATURA_ENTRADA,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_004_TEMPERATURA_SALIDA,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_004_CAUDAL_INSTANTANEO,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_004_CAUDAL_TOTALIZADO,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_004_NIVEL_TANQUE,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_004_VIBRACION_X,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_004_VIBRACION_Y,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
,PLANTA_01_EQUIPO_004_CORRIENTE_MOTOR,Random.Real8,0,0,0,0,0,,,,,,,0,Alias,0,1,,0,0
